country,period,variable,value
VNM,2018-08-01,pr,298.86
VNM,2018-09-01,pr,219.32
VNM,2018-10-01,pr,202.63
VNM,2018-11-01,pr,150.28
VNM,2018-12-01,pr,99.73
VNM,2019-01-01,pr,35.29
VNM,2019-02-01,pr,27.17
VNM,2019-03-01,pr,43.67
VNM,2019-04-01,pr,65.84
VNM,2019-05-01,pr,151.2
VNM,2019-06-01,pr,203.3
VNM,2019-07-01,pr,232.37
VNM,2019-08-01,pr,247.49
VNM,2019-09-01,pr,243.24
VNM,2019-10-01,pr,177.13
VNM,2019-11-01,pr,146.84
VNM,2019-12-01,pr,66.41
VNM,2020-01-01,pr,57.32
VNM,2020-02-01,pr,20.07
VNM,2020-03-01,pr,45.17
VNM,2020-04-01,pr,79.89
VNM,2020-05-01,pr,129.07
VNM,2020-06-01,pr,173.55
VNM,2020-07-01,pr,188.54
VNM,2020-08-01,pr,255.04
VNM,2020-09-01,pr,239.8
VNM,2020-10-01,pr,309.16
VNM,2020-11-01,pr,130.68
VNM,2020-12-01,pr,55.96
VNM,2021-01-01,pr,26.15
VNM,2021-02-01,pr,37.21
VNM,2021-03-01,pr,29.56
VNM,2021-04-01,pr,108.24
VNM,2021-05-01,pr,131.54
VNM,2021-06-01,pr,214.53
VNM,2021-07-01,pr,241.57
VNM,2021-08-01,pr,230.94
VNM,2021-09-01,pr,242.45
VNM,2021-10-01,pr,333.26
VNM,2021-11-01,pr,125.07
VNM,2021-12-01,pr,80.25
VNM,2022-01-01,pr,50.94
VNM,2022-02-01,pr,46.33
VNM,2022-03-01,pr,50.71
VNM,2022-04-01,pr,81.14
VNM,2022-05-01,pr,176.25
VNM,2022-06-01,pr,201.19
VNM,2022-07-01,pr,200.92
VNM,2022-08-01,pr,257.34
VNM,2022-09-01,pr,278.34
VNM,2022-10-01,pr,210.41
VNM,2022-11-01,pr,161.44
VNM,2022-12-01,pr,63.69
VNM,2023-01-01,pr,51.86
VNM,2023-02-01,pr,18.1
VNM,2023-03-01,pr,39.2
VNM,2023-04-01,pr,63.15
VNM,2023-05-01,pr,160.17
VNM,2023-06-01,pr,201.84
VNM,2023-07-01,pr,236.07
VNM,2023-08-01,pr,278.85
VNM,2023-09-01,pr,278.07
VNM,2023-10-01,pr,232.24
VNM,2023-11-01,pr,153.5
VNM,2023-12-01,pr,60.0
VNM,2024-01-01,pr,34.82
VNM,2024-02-01,pr,17.57
VNM,2024-03-01,pr,37.91
VNM,2024-04-01,pr,59.08
VNM,2024-05-01,pr,191.25
VNM,2024-06-01,pr,235.64
VNM,2024-07-01,pr,251.3
VNM,2024-08-01,pr,267.87
VNM,2024-09-01,pr,308.8
VNM,2024-10-01,pr,222.63
VNM,2024-11-01,pr,114.34
VNM,2024-12-01,pr,57.63
VNM,2025-01-01,pr,24.73
VNM,2025-02-01,pr,22.31
VNM,2025-03-01,pr,32.3
VNM,2025-04-01,pr,67.46
VNM,2025-05-01,pr,177.44
VNM,2025-06-01,pr,241.51
VNM,2025-07-01,pr,238.68
VNM,2025-08-01,pr,257.93
VNM,2025-09-01,pr,306.55
VNM,2025-10-01,pr,178.55
VNM,2025-11-01,pr,193.3
VNM,2025-12-01,pr,124.85
VUT,1901-01-01,pr,335.12
VUT,1901-02-01,pr,294.35
VUT,1901-03-01,pr,379.5
VUT,1901-04-01,pr,250.5
VUT,1901-05-01,pr,209.69
VUT,1901-06-01,pr,177.61
VUT,1901-07-01,pr,182.95
VUT,1901-08-01,pr,172.6
VUT,1901-09-01,pr,185.93
VUT,1901-10-01,pr,170.59
VUT,1901-11-01,pr,227.32
VUT,1901-12-01,pr,240.16
VUT,1902-01-01,pr,335.7
VUT,1902-02-01,pr,294.23
VUT,1902-03-01,pr,378.55
VUT,1902-04-01,pr,251.05
VUT,1902-05-01,pr,209.58
VUT,1902-06-01,pr,177.65
VUT,1902-07-01,pr,183.03
VUT,1902-08-01,pr,172.61
VUT,1902-09-01,pr,185.83
VUT,1902-10-01,pr,170.45
VUT,1902-11-01,pr,227.3
VUT,1902-12-01,pr,240.1
VUT,1903-01-01,pr,335.08
VUT,1903-02-01,pr,294.27
VUT,1903-03-01,pr,378.18
VUT,1903-04-01,pr,250.46
VUT,1903-05-01,pr,209.72
VUT,1903-06-01,pr,177.82
VUT,1903-07-01,pr,182.86
VUT,1903-08-01,pr,172.62
VUT,1903-09-01,pr,185.91
VUT,1903-10-01,pr,170.47
VUT,1903-11-01,pr,227.48
VUT,1903-12-01,pr,240.63
VUT,1904-01-01,pr,335.42
VUT,1904-02-01,pr,295.64
VUT,1904-03-01,pr,378.99
VUT,1904-04-01,pr,250.85
VUT,1904-05-01,pr,210.01
VUT,1904-06-01,pr,177.88
VUT,1904-07-01,pr,183.02
VUT,1904-08-01,pr,172.95
VUT,1904-09-01,pr,185.85
VUT,1904-10-01,pr,170.37
VUT,1904-11-01,pr,227.38
VUT,1904-12-01,pr,240.17
VUT,1905-01-01,pr,335.27
VUT,1905-02-01,pr,294.39
VUT,1905-03-01,pr,378.33
VUT,1905-04-01,pr,250.5
VUT,1905-05-01,pr,209.5
VUT,1905-06-01,pr,177.67
VUT,1905-07-01,pr,182.79
VUT,1905-08-01,pr,172.63
VUT,1905-09-01,pr,185.81
VUT,1905-10-01,pr,170.57
VUT,1905-11-01,pr,227.55
VUT,1905-12-01,pr,240.13
VUT,1906-01-01,pr,335.0
VUT,1906-02-01,pr,294.25
VUT,1906-03-01,pr,378.63
VUT,1906-04-01,pr,250.43
VUT,1906-05-01,pr,209.92
VUT,1906-06-01,pr,177.62
VUT,1906-07-01,pr,182.94
VUT,1906-08-01,pr,172.59
VUT,1906-09-01,pr,185.85
VUT,1906-10-01,pr,170.53
VUT,1906-11-01,pr,227.56
VUT,1906-12-01,pr,240.21
VUT,1907-01-01,pr,335.47
VUT,1907-02-01,pr,294.52
VUT,1907-03-01,pr,378.14
VUT,1907-04-01,pr,250.84
VUT,1907-05-01,pr,209.54
VUT,1907-06-01,pr,177.73
VUT,1907-07-01,pr,183.0
VUT,1907-08-01,pr,172.72
VUT,1907-09-01,pr,185.82
VUT,1907-10-01,pr,170.36
VUT,1907-11-01,pr,227.28
VUT,1907-12-01,pr,240.27
VUT,1908-01-01,pr,335.05
VUT,1908-02-01,pr,294.49
VUT,1908-03-01,pr,378.28
VUT,1908-04-01,pr,250.81
VUT,1908-05-01,pr,209.96
VUT,1908-06-01,pr,178.4
VUT,1908-07-01,pr,182.98
VUT,1908-08-01,pr,172.76
VUT,1908-09-01,pr,185.97
VUT,1908-10-01,pr,170.35
VUT,1908-11-01,pr,228.51
VUT,1908-12-01,pr,240.16
VUT,1909-01-01,pr,335.66
VUT,1909-02-01,pr,294.46
VUT,1909-03-01,pr,378.93
VUT,1909-04-01,pr,250.64
VUT,1909-05-01,pr,209.99
VUT,1909-06-01,pr,177.63
VUT,1909-07-01,pr,182.94
VUT,1909-08-01,pr,172.86
VUT,1909-09-01,pr,186.44
VUT,1909-10-01,pr,170.47
VUT,1909-11-01,pr,227.32
VUT,1909-12-01,pr,240.45
VUT,1910-01-01,pr,335.94
VUT,1910-02-01,pr,294.88
VUT,1910-03-01,pr,379.74
VUT,1910-04-01,pr,251.46
VUT,1910-05-01,pr,210.21
VUT,1910-06-01,pr,177.94
VUT,1910-07-01,pr,183.13
VUT,1910-08-01,pr,172.79
VUT,1910-09-01,pr,185.74
VUT,1910-10-01,pr,170.51
VUT,1910-11-01,pr,228.18
VUT,1910-12-01,pr,241.01
VUT,1911-01-01,pr,335.21
VUT,1911-02-01,pr,294.51
VUT,1911-03-01,pr,378.54
VUT,1911-04-01,pr,250.8
VUT,1911-05-01,pr,209.79
VUT,1911-06-01,pr,177.55
VUT,1911-07-01,pr,183.13
VUT,1911-08-01,pr,173.15
VUT,1911-09-01,pr,185.85
VUT,1911-10-01,pr,170.47
VUT,1911-11-01,pr,227.25
VUT,1911-12-01,pr,240.19
VUT,1912-01-01,pr,335.91
VUT,1912-02-01,pr,294.31
VUT,1912-03-01,pr,378.91
VUT,1912-04-01,pr,250.94
VUT,1912-05-01,pr,210.01
VUT,1912-06-01,pr,177.59
VUT,1912-07-01,pr,182.93
VUT,1912-08-01,pr,172.88
VUT,1912-09-01,pr,185.87
VUT,1912-10-01,pr,170.47
VUT,1912-11-01,pr,227.46
VUT,1912-12-01,pr,240.73
VUT,1913-01-01,pr,336.03
VUT,1913-02-01,pr,294.27
VUT,1913-03-01,pr,378.5
VUT,1913-04-01,pr,250.58
VUT,1913-05-01,pr,209.58
VUT,1913-06-01,pr,177.58
VUT,1913-07-01,pr,183.41
VUT,1913-08-01,pr,173.1
VUT,1913-09-01,pr,186.31
VUT,1913-10-01,pr,170.49
VUT,1913-11-01,pr,227.3
VUT,1913-12-01,pr,240.23
VUT,1914-01-01,pr,335.42
VUT,1914-02-01,pr,295.54
VUT,1914-03-01,pr,378.44
VUT,1914-04-01,pr,250.41
VUT,1914-05-01,pr,210.1
VUT,1914-06-01,pr,177.59
VUT,1914-07-01,pr,183.12
VUT,1914-08-01,pr,172.68
VUT,1914-09-01,pr,185.87
VUT,1914-10-01,pr,170.39
VUT,1914-11-01,pr,227.35
VUT,1914-12-01,pr,240.61
VUT,1915-01-01,pr,335.04
VUT,1915-02-01,pr,294.39
VUT,1915-03-01,pr,378.44
VUT,1915-04-01,pr,250.63
VUT,1915-05-01,pr,209.6
VUT,1915-06-01,pr,178.47
VUT,1915-07-01,pr,183.1
VUT,1915-08-01,pr,172.64
VUT,1915-09-01,pr,185.9
VUT,1915-10-01,pr,170.66
VUT,1915-11-01,pr,227.87
VUT,1915-12-01,pr,240.7
VUT,1916-01-01,pr,335.93
VUT,1916-02-01,pr,294.33
VUT,1916-03-01,pr,378.4
VUT,1916-04-01,pr,250.54
VUT,1916-05-01,pr,210.0
VUT,1916-06-01,pr,177.58
VUT,1916-07-01,pr,183.14
VUT,1916-08-01,pr,172.61
VUT,1916-09-01,pr,186.18
VUT,1916-10-01,pr,170.64
VUT,1916-11-01,pr,228.24
VUT,1916-12-01,pr,240.35
VUT,1917-01-01,pr,335.15
VUT,1917-02-01,pr,295.22
VUT,1917-03-01,pr,379.34
VUT,1917-04-01,pr,250.84
VUT,1917-05-01,pr,209.69
VUT,1917-06-01,pr,177.74
VUT,1917-07-01,pr,183.13
VUT,1917-08-01,pr,172.8
VUT,1917-09-01,pr,186.09
VUT,1917-10-01,pr,170.81
VUT,1917-11-01,pr,227.27
VUT,1917-12-01,pr,240.53
VUT,1918-01-01,pr,335.75
VUT,1918-02-01,pr,294.28
VUT,1918-03-01,pr,378.77
VUT,1918-04-01,pr,250.72
VUT,1918-05-01,pr,209.82
VUT,1918-06-01,pr,177.55
VUT,1918-07-01,pr,182.87
VUT,1918-08-01,pr,172.53
VUT,1918-09-01,pr,185.97
VUT,1918-10-01,pr,170.33
VUT,1918-11-01,pr,227.72
VUT,1918-12-01,pr,240.93
VUT,1919-01-01,pr,335.82
VUT,1919-02-01,pr,294.19
VUT,1919-03-01,pr,378.56
VUT,1919-04-01,pr,250.49
VUT,1919-05-01,pr,209.88
VUT,1919-06-01,pr,177.61
VUT,1919-07-01,pr,182.98
VUT,1919-08-01,pr,172.66
VUT,1919-09-01,pr,186.06
VUT,1919-10-01,pr,170.57
VUT,1919-11-01,pr,227.32
VUT,1919-12-01,pr,240.36
VUT,1920-01-01,pr,335.36
VUT,1920-02-01,pr,294.57
VUT,1920-03-01,pr,378.69
VUT,1920-04-01,pr,250.67
VUT,1920-05-01,pr,209.68
VUT,1920-06-01,pr,177.65
VUT,1920-07-01,pr,182.98
VUT,1920-08-01,pr,172.7
VUT,1920-09-01,pr,185.95
VUT,1920-10-01,pr,170.42
VUT,1920-11-01,pr,227.82
VUT,1920-12-01,pr,241.02
VUT,1921-01-01,pr,335.84
VUT,1921-02-01,pr,294.27
VUT,1921-03-01,pr,378.22
VUT,1921-04-01,pr,250.54
VUT,1921-05-01,pr,209.64
VUT,1921-06-01,pr,177.62
VUT,1921-07-01,pr,182.87
VUT,1921-08-01,pr,172.82
VUT,1921-09-01,pr,186.01
VUT,1921-10-01,pr,170.76
VUT,1921-11-01,pr,227.31
VUT,1921-12-01,pr,240.57
VUT,1922-01-01,pr,335.8
VUT,1922-02-01,pr,295.07
VUT,1922-03-01,pr,378.67
VUT,1922-04-01,pr,250.38
VUT,1922-05-01,pr,209.83
VUT,1922-06-01,pr,177.67
VUT,1922-07-01,pr,183.1
VUT,1922-08-01,pr,173.0
VUT,1922-09-01,pr,186.28
VUT,1922-10-01,pr,170.38
VUT,1922-11-01,pr,227.45
VUT,1922-12-01,pr,241.41
VUT,1923-01-01,pr,335.99
VUT,1923-02-01,pr,294.83
VUT,1923-03-01,pr,378.08
VUT,1923-04-01,pr,250.82
VUT,1923-05-01,pr,209.79
VUT,1923-06-01,pr,177.69
VUT,1923-07-01,pr,183.3
VUT,1923-08-01,pr,172.86
VUT,1923-09-01,pr,185.98
VUT,1923-10-01,pr,170.33
VUT,1923-11-01,pr,227.22
VUT,1923-12-01,pr,240.38
VUT,1924-01-01,pr,335.11
VUT,1924-02-01,pr,294.12
VUT,1924-03-01,pr,378.44
VUT,1924-04-01,pr,250.83
VUT,1924-05-01,pr,209.84
VUT,1924-06-01,pr,177.9
VUT,1924-07-01,pr,183.14
VUT,1924-08-01,pr,172.67
VUT,1924-09-01,pr,185.79
VUT,1924-10-01,pr,170.5
VUT,1924-11-01,pr,227.65
VUT,1924-12-01,pr,240.31
VUT,1925-01-01,pr,335.59
VUT,1925-02-01,pr,294.36
VUT,1925-03-01,pr,378.41
VUT,1925-04-01,pr,250.56
VUT,1925-05-01,pr,209.85
VUT,1925-06-01,pr,177.75
VUT,1925-07-01,pr,183.05
VUT,1925-08-01,pr,172.64
VUT,1925-09-01,pr,186.06
VUT,1925-10-01,pr,170.42
VUT,1925-11-01,pr,227.29
VUT,1925-12-01,pr,240.22
VUT,1926-01-01,pr,335.59
VUT,1926-02-01,pr,294.36
VUT,1926-03-01,pr,378.12
VUT,1926-04-01,pr,250.69
VUT,1926-05-01,pr,209.59
VUT,1926-06-01,pr,177.93
VUT,1926-07-01,pr,183.08
VUT,1926-08-01,pr,172.56
VUT,1926-09-01,pr,185.97
VUT,1926-10-01,pr,170.63
VUT,1926-11-01,pr,227.37
VUT,1926-12-01,pr,240.27
VUT,1927-01-01,pr,335.1
VUT,1927-02-01,pr,294.27
VUT,1927-03-01,pr,378.06
VUT,1927-04-01,pr,250.52
VUT,1927-05-01,pr,209.82
VUT,1927-06-01,pr,177.67
VUT,1927-07-01,pr,182.91
VUT,1927-08-01,pr,172.71
VUT,1927-09-01,pr,185.93
VUT,1927-10-01,pr,170.41
VUT,1927-11-01,pr,227.25
VUT,1927-12-01,pr,240.77
VUT,1928-01-01,pr,335.18
VUT,1928-02-01,pr,294.62
VUT,1928-03-01,pr,378.52
VUT,1928-04-01,pr,250.61
VUT,1928-05-01,pr,209.89
VUT,1928-06-01,pr,177.76
VUT,1928-07-01,pr,182.98
VUT,1928-08-01,pr,172.56
VUT,1928-09-01,pr,186.19
VUT,1928-10-01,pr,170.47
VUT,1928-11-01,pr,227.32
VUT,1928-12-01,pr,240.71
VUT,1929-01-01,pr,335.04
VUT,1929-02-01,pr,294.95
VUT,1929-03-01,pr,379.0
VUT,1929-04-01,pr,251.12
VUT,1929-05-01,pr,209.53
VUT,1929-06-01,pr,178.28
VUT,1929-07-01,pr,182.99
VUT,1929-08-01,pr,172.62
VUT,1929-09-01,pr,185.74
VUT,1929-10-01,pr,170.35
VUT,1929-11-01,pr,227.28
VUT,1929-12-01,pr,240.11
VUT,1930-01-01,pr,335.35
VUT,1930-02-01,pr,294.56
VUT,1930-03-01,pr,379.23
VUT,1930-04-01,pr,250.69
VUT,1930-05-01,pr,209.7
VUT,1930-06-01,pr,177.74
VUT,1930-07-01,pr,183.0
VUT,1930-08-01,pr,172.74
VUT,1930-09-01,pr,185.91
VUT,1930-10-01,pr,170.37
VUT,1930-11-01,pr,227.31
VUT,1930-12-01,pr,240.14
VUT,1931-01-01,pr,334.97
VUT,1931-02-01,pr,294.21
VUT,1931-03-01,pr,378.17
VUT,1931-04-01,pr,250.43
VUT,1931-05-01,pr,209.56
VUT,1931-06-01,pr,177.69
VUT,1931-07-01,pr,183.15
VUT,1931-08-01,pr,173.01
VUT,1931-09-01,pr,185.77
VUT,1931-10-01,pr,170.63
VUT,1931-11-01,pr,227.32
VUT,1931-12-01,pr,240.52
VUT,1932-01-01,pr,335.02
VUT,1932-02-01,pr,294.93
VUT,1932-03-01,pr,378.5
VUT,1932-04-01,pr,250.66
VUT,1932-05-01,pr,209.8
VUT,1932-06-01,pr,177.93
VUT,1932-07-01,pr,182.91
VUT,1932-08-01,pr,172.76
VUT,1932-09-01,pr,186.67
VUT,1932-10-01,pr,170.92
VUT,1932-11-01,pr,227.3
VUT,1932-12-01,pr,240.19
VUT,1933-01-01,pr,335.46
VUT,1933-02-01,pr,294.3
VUT,1933-03-01,pr,379.66
VUT,1933-04-01,pr,250.85
VUT,1933-05-01,pr,209.88
VUT,1933-06-01,pr,177.77
VUT,1933-07-01,pr,182.99
VUT,1933-08-01,pr,172.82
VUT,1933-09-01,pr,186.06
VUT,1933-10-01,pr,170.74
VUT,1933-11-01,pr,227.48
VUT,1933-12-01,pr,241.03
VUT,1934-01-01,pr,335.58
VUT,1934-02-01,pr,294.41
VUT,1934-03-01,pr,378.35
VUT,1934-04-01,pr,250.55
VUT,1934-05-01,pr,210.3
VUT,1934-06-01,pr,177.74
VUT,1934-07-01,pr,182.84
VUT,1934-08-01,pr,172.87
VUT,1934-09-01,pr,185.8
VUT,1934-10-01,pr,170.52
VUT,1934-11-01,pr,227.32
VUT,1934-12-01,pr,240.41
VUT,1935-01-01,pr,335.5
VUT,1935-02-01,pr,294.54
VUT,1935-03-01,pr,379.07
VUT,1935-04-01,pr,251.24
VUT,1935-05-01,pr,209.73
VUT,1935-06-01,pr,177.54
VUT,1935-07-01,pr,183.36
VUT,1935-08-01,pr,172.73
VUT,1935-09-01,pr,185.79
VUT,1935-10-01,pr,170.47
VUT,1935-11-01,pr,227.32
VUT,1935-12-01,pr,240.5
VUT,1936-01-01,pr,336.38
VUT,1936-02-01,pr,294.77
VUT,1936-03-01,pr,377.66
VUT,1936-04-01,pr,250.23
VUT,1936-05-01,pr,209.15
VUT,1936-06-01,pr,177.21
VUT,1936-07-01,pr,182.76
VUT,1936-08-01,pr,172.37
VUT,1936-09-01,pr,185.68
VUT,1936-10-01,pr,170.59
VUT,1936-11-01,pr,227.63
VUT,1936-12-01,pr,240.14
VUT,1937-01-01,pr,335.32
VUT,1937-02-01,pr,295.03
VUT,1937-03-01,pr,382.16
VUT,1937-04-01,pr,249.92
VUT,1937-05-01,pr,208.93
VUT,1937-06-01,pr,178.34
VUT,1937-07-01,pr,183.31
VUT,1937-08-01,pr,173.43
VUT,1937-09-01,pr,185.53
VUT,1937-10-01,pr,170.4
VUT,1937-11-01,pr,227.56
VUT,1937-12-01,pr,241.92
VUT,1938-01-01,pr,338.31
VUT,1938-02-01,pr,294.72
VUT,1938-03-01,pr,381.62
VUT,1938-04-01,pr,253.67
VUT,1938-05-01,pr,210.56
VUT,1938-06-01,pr,179.18
VUT,1938-07-01,pr,183.08
VUT,1938-08-01,pr,173.21
VUT,1938-09-01,pr,186.07
VUT,1938-10-01,pr,171.63
VUT,1938-11-01,pr,227.43
VUT,1938-12-01,pr,240.85
VUT,1939-01-01,pr,333.29
VUT,1939-02-01,pr,295.0
VUT,1939-03-01,pr,379.71
VUT,1939-04-01,pr,250.53
VUT,1939-05-01,pr,211.48
VUT,1939-06-01,pr,177.01
VUT,1939-07-01,pr,182.29
VUT,1939-08-01,pr,173.23
VUT,1939-09-01,pr,186.83
VUT,1939-10-01,pr,169.84
VUT,1939-11-01,pr,227.31
VUT,1939-12-01,pr,238.96
VUT,1940-01-01,pr,334.1
VUT,1940-02-01,pr,293.81
VUT,1940-03-01,pr,379.23
VUT,1940-04-01,pr,249.18
VUT,1940-05-01,pr,209.01
VUT,1940-06-01,pr,177.7
VUT,1940-07-01,pr,184.08
VUT,1940-08-01,pr,172.93
VUT,1940-09-01,pr,185.35
VUT,1940-10-01,pr,169.94
VUT,1940-11-01,pr,227.22
VUT,1940-12-01,pr,241.04
VUT,1941-01-01,pr,335.51
VUT,1941-02-01,pr,295.02
VUT,1941-03-01,pr,376.49
VUT,1941-04-01,pr,250.25
VUT,1941-05-01,pr,209.42
VUT,1941-06-01,pr,177.14
VUT,1941-07-01,pr,182.5
VUT,1941-08-01,pr,171.93
VUT,1941-09-01,pr,185.33
VUT,1941-10-01,pr,170.04
VUT,1941-11-01,pr,227.56
VUT,1941-12-01,pr,239.09
VUT,1942-01-01,pr,333.54
VUT,1942-02-01,pr,292.96
VUT,1942-03-01,pr,378.17
VUT,1942-04-01,pr,251.2
VUT,1942-05-01,pr,209.1
VUT,1942-06-01,pr,177.13
VUT,1942-07-01,pr,182.42
VUT,1942-08-01,pr,172.39
VUT,1942-09-01,pr,185.44
VUT,1942-10-01,pr,171.42
VUT,1942-11-01,pr,227.35
VUT,1942-12-01,pr,240.63
VUT,1943-01-01,pr,335.8
VUT,1943-02-01,pr,293.29
VUT,1943-03-01,pr,381.72
VUT,1943-04-01,pr,251.62
VUT,1943-05-01,pr,209.07
VUT,1943-06-01,pr,177.73
VUT,1943-07-01,pr,182.59
VUT,1943-08-01,pr,172.88
VUT,1943-09-01,pr,188.1
VUT,1943-10-01,pr,171.33
VUT,1943-11-01,pr,227.52
VUT,1943-12-01,pr,242.37
VUT,1944-01-01,pr,337.09
VUT,1944-02-01,pr,295.81
VUT,1944-03-01,pr,376.61
VUT,1944-04-01,pr,249.19
VUT,1944-05-01,pr,209.36
VUT,1944-06-01,pr,176.93
VUT,1944-07-01,pr,184.19
VUT,1944-08-01,pr,174.17
VUT,1944-09-01,pr,187.47
VUT,1944-10-01,pr,170.33
VUT,1944-11-01,pr,227.25
VUT,1944-12-01,pr,239.73
VUT,1945-01-01,pr,335.3
VUT,1945-02-01,pr,292.63
VUT,1945-03-01,pr,378.39
VUT,1945-04-01,pr,251.66
VUT,1945-05-01,pr,209.87
VUT,1945-06-01,pr,177.22
VUT,1945-07-01,pr,183.03
VUT,1945-08-01,pr,172.01
VUT,1945-09-01,pr,188.67
VUT,1945-10-01,pr,170.4
VUT,1945-11-01,pr,228.03
VUT,1945-12-01,pr,240.91
VUT,1946-01-01,pr,334.33
VUT,1946-02-01,pr,295.42
VUT,1946-03-01,pr,382.39
VUT,1946-04-01,pr,252.25
VUT,1946-05-01,pr,208.62
VUT,1946-06-01,pr,178.15
VUT,1946-07-01,pr,182.58
VUT,1946-08-01,pr,172.2
VUT,1946-09-01,pr,185.47
VUT,1946-10-01,pr,169.64
VUT,1946-11-01,pr,227.28
VUT,1946-12-01,pr,239.72
VUT,1947-01-01,pr,337.33
VUT,1947-02-01,pr,293.37
VUT,1947-03-01,pr,377.34
VUT,1947-04-01,pr,254.22
VUT,1947-05-01,pr,211.48
VUT,1947-06-01,pr,176.79
VUT,1947-07-01,pr,182.26
VUT,1947-08-01,pr,171.91
VUT,1947-09-01,pr,187.02
VUT,1947-10-01,pr,171.21
VUT,1947-11-01,pr,227.65
VUT,1947-12-01,pr,239.1
VUT,1948-01-01,pr,340.68
VUT,1948-02-01,pr,192.63
VUT,1948-03-01,pr,336.9
VUT,1948-04-01,pr,224.75
VUT,1948-05-01,pr,234.53
VUT,1948-06-01,pr,178.17
VUT,1948-07-01,pr,182.59
VUT,1948-08-01,pr,217.03
VUT,1948-09-01,pr,185.41
VUT,1948-10-01,pr,122.18
VUT,1948-11-01,pr,372.3
VUT,1948-12-01,pr,241.33
VUT,1949-01-01,pr,336.71
VUT,1949-02-01,pr,151.09
VUT,1949-03-01,pr,384.22
VUT,1949-04-01,pr,443.49
VUT,1949-05-01,pr,195.05
VUT,1949-06-01,pr,177.84
VUT,1949-07-01,pr,183.0
VUT,1949-08-01,pr,149.99
VUT,1949-09-01,pr,185.61
VUT,1949-10-01,pr,134.27
VUT,1949-11-01,pr,149.38
VUT,1949-12-01,pr,239.97
VUT,1950-01-01,pr,336.32
VUT,1950-02-01,pr,239.05
VUT,1950-03-01,pr,578.59
VUT,1950-04-01,pr,208.46
VUT,1950-05-01,pr,230.0
VUT,1950-06-01,pr,178.41
VUT,1950-07-01,pr,183.08
VUT,1950-08-01,pr,205.75
VUT,1950-09-01,pr,187.61
VUT,1950-10-01,pr,94.02
VUT,1950-11-01,pr,340.3
VUT,1950-12-01,pr,241.39
VUT,1951-01-01,pr,276.83
VUT,1951-02-01,pr,576.78
VUT,1951-03-01,pr,282.94
VUT,1951-04-01,pr,177.02
VUT,1951-05-01,pr,150.92
VUT,1951-06-01,pr,124.22
VUT,1951-07-01,pr,327.56
VUT,1951-08-01,pr,118.16
VUT,1951-09-01,pr,109.43
VUT,1951-10-01,pr,52.14
VUT,1951-11-01,pr,316.43
VUT,1951-12-01,pr,553.42
VUT,1952-01-01,pr,217.13
VUT,1952-02-01,pr,156.34
VUT,1952-03-01,pr,331.05
VUT,1952-04-01,pr,227.48
VUT,1952-05-01,pr,267.39
VUT,1952-06-01,pr,99.9
VUT,1952-07-01,pr,566.55
VUT,1952-08-01,pr,114.22
VUT,1952-09-01,pr,236.23
VUT,1952-10-01,pr,131.49
VUT,1952-11-01,pr,179.44
VUT,1952-12-01,pr,417.52
VUT,1953-01-01,pr,268.39
VUT,1953-02-01,pr,191.74
VUT,1953-03-01,pr,438.39
VUT,1953-04-01,pr,265.81
VUT,1953-05-01,pr,190.13
VUT,1953-06-01,pr,251.9
VUT,1953-07-01,pr,234.25
VUT,1953-08-01,pr,156.89
VUT,1953-09-01,pr,140.59
VUT,1953-10-01,pr,59.48
VUT,1953-11-01,pr,49.44
VUT,1953-12-01,pr,238.83
VUT,1954-01-01,pr,201.71
VUT,1954-02-01,pr,296.75
VUT,1954-03-01,pr,302.43
VUT,1954-04-01,pr,233.92
VUT,1954-05-01,pr,255.15
VUT,1954-06-01,pr,211.01
VUT,1954-07-01,pr,436.59
VUT,1954-08-01,pr,123.2
VUT,1954-09-01,pr,297.15
VUT,1954-10-01,pr,92.3
VUT,1954-11-01,pr,183.54
VUT,1954-12-01,pr,435.05
VUT,1955-01-01,pr,315.96
VUT,1955-02-01,pr,166.94
VUT,1955-03-01,pr,631.67
VUT,1955-04-01,pr,222.33
VUT,1955-05-01,pr,153.86
VUT,1955-06-01,pr,54.92
VUT,1955-07-01,pr,141.3
VUT,1955-08-01,pr,84.73
VUT,1955-09-01,pr,538.32
VUT,1955-10-01,pr,134.47
VUT,1955-11-01,pr,442.48
VUT,1955-12-01,pr,508.37
VUT,1956-01-01,pr,328.31
VUT,1956-02-01,pr,188.13
VUT,1956-03-01,pr,459.82
VUT,1956-04-01,pr,214.75
VUT,1956-05-01,pr,236.41
VUT,1956-06-01,pr,115.04
VUT,1956-07-01,pr,214.49
VUT,1956-08-01,pr,133.49
VUT,1956-09-01,pr,188.48
VUT,1956-10-01,pr,194.12
VUT,1956-11-01,pr,227.35
VUT,1956-12-01,pr,147.83
VUT,1957-01-01,pr,283.74
VUT,1957-02-01,pr,291.56
VUT,1957-03-01,pr,502.87
VUT,1957-04-01,pr,101.89
VUT,1957-05-01,pr,257.49
VUT,1957-06-01,pr,60.95
VUT,1957-07-01,pr,35.14
VUT,1957-08-01,pr,184.92
VUT,1957-09-01,pr,327.92
VUT,1957-10-01,pr,188.8
VUT,1957-11-01,pr,139.18
VUT,1957-12-01,pr,125.03
VUT,1958-01-01,pr,352.5
VUT,1958-02-01,pr,180.11
VUT,1958-03-01,pr,338.64
VUT,1958-04-01,pr,299.29
