country,period,variable,value
AUS,1965-08-01,tas,16.13
AUS,1965-09-01,tas,19.94
AUS,1965-10-01,tas,23.47
AUS,1965-11-01,tas,25.43
AUS,1965-12-01,tas,27.43
AUS,1966-01-01,tas,27.55
AUS,1966-02-01,tas,26.89
AUS,1966-03-01,tas,25.44
AUS,1966-04-01,tas,22.16
AUS,1966-05-01,tas,17.02
AUS,1966-06-01,tas,15.12
AUS,1966-07-01,tas,13.64
AUS,1966-08-01,tas,14.91
AUS,1966-09-01,tas,18.46
AUS,1966-10-01,tas,21.17
AUS,1966-11-01,tas,25.01
AUS,1966-12-01,tas,26.1
AUS,1967-01-01,tas,27.87
AUS,1967-02-01,tas,26.61
AUS,1967-03-01,tas,24.02
AUS,1967-04-01,tas,22.55
AUS,1967-05-01,tas,18.15
AUS,1967-06-01,tas,15.05
AUS,1967-07-01,tas,13.46
AUS,1967-08-01,tas,14.88
AUS,1967-09-01,tas,18.72
AUS,1967-10-01,tas,24.26
AUS,1967-11-01,tas,25.61
AUS,1967-12-01,tas,26.61
AUS,1968-01-01,tas,28.25
AUS,1968-02-01,tas,27.54
AUS,1968-03-01,tas,25.65
AUS,1968-04-01,tas,22.53
AUS,1968-05-01,tas,16.27
AUS,1968-06-01,tas,15.14
AUS,1968-07-01,tas,13.17
AUS,1968-08-01,tas,14.56
AUS,1968-09-01,tas,18.23
AUS,1968-10-01,tas,22.29
AUS,1968-11-01,tas,25.06
AUS,1968-12-01,tas,26.3
AUS,1969-01-01,tas,28.94
AUS,1969-02-01,tas,27.42
AUS,1969-03-01,tas,25.24
AUS,1969-04-01,tas,21.66
AUS,1969-05-01,tas,17.93
AUS,1969-06-01,tas,14.49
AUS,1969-07-01,tas,14.91
AUS,1969-08-01,tas,16.47
AUS,1969-09-01,tas,17.36
AUS,1969-10-01,tas,23.48
AUS,1969-11-01,tas,25.27
AUS,1969-12-01,tas,26.58
AUS,1970-01-01,tas,27.83
AUS,1970-02-01,tas,27.88
AUS,1970-03-01,tas,25.27
AUS,1970-04-01,tas,21.79
AUS,1970-05-01,tas,17.21
AUS,1970-06-01,tas,15.8
AUS,1970-07-01,tas,13.88
AUS,1970-08-01,tas,15.28
AUS,1970-09-01,tas,18.21
AUS,1970-10-01,tas,23.05
AUS,1970-11-01,tas,24.83
AUS,1970-12-01,tas,27.07
AUS,1971-01-01,tas,28.28
AUS,1971-02-01,tas,27.53
AUS,1971-03-01,tas,25.72
AUS,1971-04-01,tas,21.39
AUS,1971-05-01,tas,17.26
AUS,1971-06-01,tas,13.91
AUS,1971-07-01,tas,13.58
AUS,1971-08-01,tas,16.12
AUS,1971-09-01,tas,19.33
AUS,1971-10-01,tas,22.86
AUS,1971-11-01,tas,23.92
AUS,1971-12-01,tas,26.57
AUS,1972-01-01,tas,26.94
AUS,1972-02-01,tas,26.91
AUS,1972-03-01,tas,24.87
AUS,1972-04-01,tas,21.59
AUS,1972-05-01,tas,18.14
AUS,1972-06-01,tas,15.47
AUS,1972-07-01,tas,13.85
AUS,1972-08-01,tas,16.49
AUS,1972-09-01,tas,19.83
AUS,1972-10-01,tas,22.99
AUS,1972-11-01,tas,25.74
AUS,1972-12-01,tas,28.83
AUS,1973-01-01,tas,28.84
AUS,1973-02-01,tas,27.19
AUS,1973-03-01,tas,25.78
AUS,1973-04-01,tas,22.77
AUS,1973-05-01,tas,19.19
AUS,1973-06-01,tas,15.53
AUS,1973-07-01,tas,15.85
AUS,1973-08-01,tas,16.55
AUS,1973-09-01,tas,19.0
AUS,1973-10-01,tas,22.75
AUS,1973-11-01,tas,24.88
AUS,1973-12-01,tas,26.87
AUS,1974-01-01,tas,26.87
AUS,1974-02-01,tas,25.94
AUS,1974-03-01,tas,25.57
AUS,1974-04-01,tas,21.28
AUS,1974-05-01,tas,17.46
AUS,1974-06-01,tas,14.19
AUS,1974-07-01,tas,14.35
AUS,1974-08-01,tas,15.83
AUS,1974-09-01,tas,18.18
AUS,1974-10-01,tas,21.62
AUS,1974-11-01,tas,23.73
AUS,1974-12-01,tas,26.64
AUS,1975-01-01,tas,27.03
AUS,1975-02-01,tas,26.9
AUS,1975-03-01,tas,24.75
AUS,1975-04-01,tas,21.52
AUS,1975-05-01,tas,18.22
AUS,1975-06-01,tas,14.64
AUS,1975-07-01,tas,15.84
AUS,1975-08-01,tas,15.65
AUS,1975-09-01,tas,19.68
AUS,1975-10-01,tas,21.0
AUS,1975-11-01,tas,25.15
AUS,1975-12-01,tas,26.68
AUS,1976-01-01,tas,26.21
AUS,1976-02-01,tas,26.61
AUS,1976-03-01,tas,25.14
AUS,1976-04-01,tas,21.38
AUS,1976-05-01,tas,17.36
AUS,1976-06-01,tas,14.36
AUS,1976-07-01,tas,14.2
AUS,1976-08-01,tas,15.29
AUS,1976-09-01,tas,18.47
AUS,1976-10-01,tas,21.2
AUS,1976-11-01,tas,24.16
AUS,1976-12-01,tas,27.63
AUS,1977-01-01,tas,27.78
AUS,1977-02-01,tas,27.82
AUS,1977-03-01,tas,24.86
AUS,1977-04-01,tas,21.61
AUS,1977-05-01,tas,17.51
AUS,1977-06-01,tas,14.32
AUS,1977-07-01,tas,13.75
AUS,1977-08-01,tas,16.75
AUS,1977-09-01,tas,18.31
AUS,1977-10-01,tas,23.38
AUS,1977-11-01,tas,25.7
AUS,1977-12-01,tas,27.65
AUS,1978-01-01,tas,27.78
AUS,1978-02-01,tas,27.76
AUS,1978-03-01,tas,26.22
AUS,1978-04-01,tas,22.09
AUS,1978-05-01,tas,18.35
AUS,1978-06-01,tas,14.58
AUS,1978-07-01,tas,13.72
AUS,1978-08-01,tas,15.26
AUS,1978-09-01,tas,17.68
AUS,1978-10-01,tas,21.87
AUS,1978-11-01,tas,24.77
AUS,1978-12-01,tas,26.37
AUS,1979-01-01,tas,29.0
AUS,1979-02-01,tas,27.07
AUS,1979-03-01,tas,25.82
AUS,1979-04-01,tas,22.05
AUS,1979-05-01,tas,16.97
AUS,1979-06-01,tas,15.75
AUS,1979-07-01,tas,14.23
AUS,1979-08-01,tas,15.99
AUS,1979-09-01,tas,19.27
AUS,1979-10-01,tas,22.64
AUS,1979-11-01,tas,26.47
AUS,1979-12-01,tas,28.39
AUS,1980-01-01,tas,28.11
AUS,1980-02-01,tas,27.49
AUS,1980-03-01,tas,26.42
AUS,1980-04-01,tas,22.65
AUS,1980-05-01,tas,19.2
AUS,1980-06-01,tas,15.33
AUS,1980-07-01,tas,14.25
AUS,1980-08-01,tas,16.72
AUS,1980-09-01,tas,20.54
AUS,1980-10-01,tas,22.98
AUS,1980-11-01,tas,26.52
AUS,1980-12-01,tas,27.72
AUS,1981-01-01,tas,28.33
AUS,1981-02-01,tas,27.27
AUS,1981-03-01,tas,24.73
AUS,1981-04-01,tas,23.51
AUS,1981-05-01,tas,18.29
AUS,1981-06-01,tas,14.58
AUS,1981-07-01,tas,14.67
AUS,1981-08-01,tas,16.3
AUS,1981-09-01,tas,20.5
AUS,1981-10-01,tas,22.58
AUS,1981-11-01,tas,24.28
AUS,1981-12-01,tas,27.44
AUS,1982-01-01,tas,28.64
AUS,1982-02-01,tas,27.56
AUS,1982-03-01,tas,24.93
AUS,1982-04-01,tas,22.04
AUS,1982-05-01,tas,17.88
AUS,1982-06-01,tas,13.59
AUS,1982-07-01,tas,13.15
AUS,1982-08-01,tas,17.33
AUS,1982-09-01,tas,18.91
AUS,1982-10-01,tas,22.1
AUS,1982-11-01,tas,26.59
AUS,1982-12-01,tas,27.97
AUS,1983-01-01,tas,28.03
AUS,1983-02-01,tas,29.25
AUS,1983-03-01,tas,26.03
AUS,1983-04-01,tas,20.77
AUS,1983-05-01,tas,18.41
AUS,1983-06-01,tas,15.07
AUS,1983-07-01,tas,13.35
AUS,1983-08-01,tas,16.67
AUS,1983-09-01,tas,20.73
AUS,1983-10-01,tas,23.29
AUS,1983-11-01,tas,25.27
AUS,1983-12-01,tas,27.18
AUS,1984-01-01,tas,26.43
AUS,1984-02-01,tas,26.96
AUS,1984-03-01,tas,24.3
AUS,1984-04-01,tas,21.73
AUS,1984-05-01,tas,18.38
AUS,1984-06-01,tas,15.03
AUS,1984-07-01,tas,13.44
AUS,1984-08-01,tas,15.91
AUS,1984-09-01,tas,17.67
AUS,1984-10-01,tas,22.56
AUS,1984-11-01,tas,25.49
AUS,1984-12-01,tas,27.02
AUS,1985-01-01,tas,28.43
AUS,1985-02-01,tas,28.2
AUS,1985-03-01,tas,26.53
AUS,1985-04-01,tas,22.01
AUS,1985-05-01,tas,18.32
AUS,1985-06-01,tas,14.24
AUS,1985-07-01,tas,14.3
AUS,1985-08-01,tas,16.63
AUS,1985-09-01,tas,18.62
AUS,1985-10-01,tas,22.1
AUS,1985-11-01,tas,25.41
AUS,1985-12-01,tas,26.78
AUS,1986-01-01,tas,27.88
AUS,1986-02-01,tas,27.81
AUS,1986-03-01,tas,27.06
AUS,1986-04-01,tas,22.57
AUS,1986-05-01,tas,18.82
AUS,1986-06-01,tas,15.33
AUS,1986-07-01,tas,13.92
AUS,1986-08-01,tas,15.17
AUS,1986-09-01,tas,19.58
AUS,1986-10-01,tas,21.59
AUS,1986-11-01,tas,25.08
AUS,1986-12-01,tas,26.89
AUS,1987-01-01,tas,27.87
AUS,1987-02-01,tas,26.92
AUS,1987-03-01,tas,24.77
AUS,1987-04-01,tas,22.96
AUS,1987-05-01,tas,17.92
AUS,1987-06-01,tas,15.94
AUS,1987-07-01,tas,14.31
AUS,1987-08-01,tas,15.94
AUS,1987-09-01,tas,19.45
AUS,1987-10-01,tas,22.36
AUS,1987-11-01,tas,25.57
AUS,1987-12-01,tas,27.27
AUS,1988-01-01,tas,28.98
AUS,1988-02-01,tas,27.18
AUS,1988-03-01,tas,26.19
AUS,1988-04-01,tas,22.52
AUS,1988-05-01,tas,19.13
AUS,1988-06-01,tas,15.91
AUS,1988-07-01,tas,15.14
AUS,1988-08-01,tas,16.53
AUS,1988-09-01,tas,20.26
AUS,1988-10-01,tas,24.75
AUS,1988-11-01,tas,24.85
AUS,1988-12-01,tas,26.86
AUS,1989-01-01,tas,27.7
AUS,1989-02-01,tas,27.69
AUS,1989-03-01,tas,25.48
AUS,1989-04-01,tas,22.33
AUS,1989-05-01,tas,18.89
AUS,1989-06-01,tas,14.01
AUS,1989-07-01,tas,13.67
AUS,1989-08-01,tas,14.58
AUS,1989-09-01,tas,19.43
AUS,1989-10-01,tas,22.91
AUS,1989-11-01,tas,24.88
AUS,1989-12-01,tas,27.26
AUS,1990-01-01,tas,28.5
AUS,1990-02-01,tas,26.82
AUS,1990-03-01,tas,26.51
AUS,1990-04-01,tas,21.98
AUS,1990-05-01,tas,18.66
AUS,1990-06-01,tas,14.5
AUS,1990-07-01,tas,14.67
AUS,1990-08-01,tas,15.51
AUS,1990-09-01,tas,19.17
AUS,1990-10-01,tas,23.12
AUS,1990-11-01,tas,26.86
AUS,1990-12-01,tas,28.18
AUS,1991-01-01,tas,28.21
AUS,1991-02-01,tas,27.88
AUS,1991-03-01,tas,25.77
AUS,1991-04-01,tas,22.37
AUS,1991-05-01,tas,18.56
AUS,1991-06-01,tas,16.71
AUS,1991-07-01,tas,14.58
AUS,1991-08-01,tas,16.19
AUS,1991-09-01,tas,19.69
AUS,1991-10-01,tas,24.22
AUS,1991-11-01,tas,25.48
AUS,1991-12-01,tas,26.89
AUS,1992-01-01,tas,27.62
AUS,1992-02-01,tas,27.48
AUS,1992-03-01,tas,26.42
AUS,1992-04-01,tas,22.83
AUS,1992-05-01,tas,18.36
AUS,1992-06-01,tas,15.2
AUS,1992-07-01,tas,14.86
AUS,1992-08-01,tas,16.05
AUS,1992-09-01,tas,18.76
AUS,1992-10-01,tas,22.04
AUS,1992-11-01,tas,23.96
AUS,1992-12-01,tas,26.45
AUS,1993-01-01,tas,28.37
AUS,1993-02-01,tas,26.94
AUS,1993-03-01,tas,25.61
AUS,1993-04-01,tas,23.23
AUS,1993-05-01,tas,18.76
AUS,1993-06-01,tas,14.9
AUS,1993-07-01,tas,15.25
AUS,1993-08-01,tas,16.58
AUS,1993-09-01,tas,19.21
AUS,1993-10-01,tas,22.02
AUS,1993-11-01,tas,25.79
AUS,1993-12-01,tas,26.47
AUS,1994-01-01,tas,28.6
AUS,1994-02-01,tas,27.14
AUS,1994-03-01,tas,24.87
AUS,1994-04-01,tas,22.06
AUS,1994-05-01,tas,18.43
AUS,1994-06-01,tas,15.07
AUS,1994-07-01,tas,14.63
AUS,1994-08-01,tas,15.59
AUS,1994-09-01,tas,19.35
AUS,1994-10-01,tas,23.22
AUS,1994-11-01,tas,25.51
AUS,1994-12-01,tas,27.99
AUS,1995-01-01,tas,28.14
AUS,1995-02-01,tas,26.8
AUS,1995-03-01,tas,25.05
AUS,1995-04-01,tas,21.36
AUS,1995-05-01,tas,17.64
AUS,1995-06-01,tas,15.36
AUS,1995-07-01,tas,14.5
AUS,1995-08-01,tas,17.01
AUS,1995-09-01,tas,20.17
AUS,1995-10-01,tas,22.56
AUS,1995-11-01,tas,25.67
AUS,1995-12-01,tas,26.56
AUS,1996-01-01,tas,27.91
AUS,1996-02-01,tas,27.52
AUS,1996-03-01,tas,25.55
AUS,1996-04-01,tas,21.79
AUS,1996-05-01,tas,18.44
AUS,1996-06-01,tas,16.88
AUS,1996-07-01,tas,14.97
AUS,1996-08-01,tas,16.48
AUS,1996-09-01,tas,19.63
AUS,1996-10-01,tas,23.07
AUS,1996-11-01,tas,25.2
AUS,1996-12-01,tas,26.94
AUS,1997-01-01,tas,27.36
AUS,1997-02-01,tas,27.97
AUS,1997-03-01,tas,24.69
AUS,1997-04-01,tas,22.05
AUS,1997-05-01,tas,17.81
AUS,1997-06-01,tas,14.86
AUS,1997-07-01,tas,13.62
AUS,1997-08-01,tas,15.8
AUS,1997-09-01,tas,20.18
AUS,1997-10-01,tas,23.19
AUS,1997-11-01,tas,25.87
AUS,1997-12-01,tas,27.86
AUS,1998-01-01,tas,28.56
AUS,1998-02-01,tas,28.4
AUS,1998-03-01,tas,26.64
AUS,1998-04-01,tas,22.32
AUS,1998-05-01,tas,19.21
AUS,1998-06-01,tas,15.41
AUS,1998-07-01,tas,14.4
AUS,1998-08-01,tas,17.34
AUS,1998-09-01,tas,20.26
AUS,1998-10-01,tas,23.2
AUS,1998-11-01,tas,25.23
AUS,1998-12-01,tas,27.09
AUS,1999-01-01,tas,28.9
AUS,1999-02-01,tas,27.24
AUS,1999-03-01,tas,25.84
AUS,1999-04-01,tas,21.06
AUS,1999-05-01,tas,18.98
AUS,1999-06-01,tas,15.34
AUS,1999-07-01,tas,14.84
AUS,1999-08-01,tas,16.67
AUS,1999-09-01,tas,20.42
AUS,1999-10-01,tas,23.18
AUS,1999-11-01,tas,23.77
AUS,1999-12-01,tas,25.95
AUS,2000-01-01,tas,26.92
AUS,2000-02-01,tas,27.13
AUS,2000-03-01,tas,25.21
AUS,2000-04-01,tas,21.75
AUS,2000-05-01,tas,16.78
AUS,2000-06-01,tas,14.17
AUS,2000-07-01,tas,14.73
AUS,2000-08-01,tas,15.86
AUS,2000-09-01,tas,20.73
AUS,2000-10-01,tas,22.21
AUS,2000-11-01,tas,25.32
AUS,2000-12-01,tas,26.95
AUS,2001-01-01,tas,28.88
AUS,2001-02-01,tas,27.38
AUS,2001-03-01,tas,24.68
AUS,2001-04-01,tas,22.07
AUS,2001-05-01,tas,17.46
AUS,2001-06-01,tas,15.62
AUS,2001-07-01,tas,14.42
AUS,2001-08-01,tas,15.85
AUS,2001-09-01,tas,19.86
AUS,2001-10-01,tas,21.34
AUS,2001-11-01,tas,24.55
AUS,2001-12-01,tas,26.15
AUS,2002-01-01,tas,27.63
AUS,2002-02-01,tas,26.38
AUS,2002-03-01,tas,25.74
AUS,2002-04-01,tas,23.6
AUS,2002-05-01,tas,19.18
AUS,2002-06-01,tas,15.24
AUS,2002-07-01,tas,14.52
AUS,2002-08-01,tas,16.05
AUS,2002-09-01,tas,20.05
AUS,2002-10-01,tas,23.44
AUS,2002-11-01,tas,26.66
AUS,2002-12-01,tas,27.82
AUS,2003-01-01,tas,28.5
AUS,2003-02-01,tas,27.9
AUS,2003-03-01,tas,25.08
AUS,2003-04-01,tas,22.74
AUS,2003-05-01,tas,18.93
AUS,2003-06-01,tas,15.6
AUS,2003-07-01,tas,14.93
AUS,2003-08-01,tas,16.3
AUS,2003-09-01,tas,20.17
AUS,2003-10-01,tas,22.05
AUS,2003-11-01,tas,25.88
AUS,2003-12-01,tas,27.83
AUS,2004-01-01,tas,28.11
AUS,2004-02-01,tas,27.93
AUS,2004-03-01,tas,25.68
AUS,2004-04-01,tas,22.9
AUS,2004-05-01,tas,17.83
AUS,2004-06-01,tas,15.58
AUS,2004-07-01,tas,14.38
AUS,2004-08-01,tas,15.72
AUS,2004-09-01,tas,18.91
AUS,2004-10-01,tas,24.2
AUS,2004-11-01,tas,25.47
AUS,2004-12-01,tas,27.38
AUS,2005-01-01,tas,28.19
AUS,2005-02-01,tas,27.66
AUS,2005-03-01,tas,26.5
AUS,2005-04-01,tas,24.26
AUS,2005-05-01,tas,19.13
AUS,2005-06-01,tas,15.79
AUS,2005-07-01,tas,15.06
AUS,2005-08-01,tas,16.15
AUS,2005-09-01,tas,20.05
AUS,2005-10-01,tas,23.53
AUS,2005-11-01,tas,25.84
AUS,2005-12-01,tas,27.71
AUS,2006-01-01,tas,28.83
AUS,2006-02-01,tas,27.57
AUS,2006-03-01,tas,26.05
AUS,2006-04-01,tas,21.17
AUS,2006-05-01,tas,16.95
AUS,2006-06-01,tas,13.73
AUS,2006-07-01,tas,13.93
AUS,2006-08-01,tas,16.78
AUS,2006-09-01,tas,20.23
AUS,2006-10-01,tas,23.85
AUS,2006-11-01,tas,26.63
AUS,2006-12-01,tas,26.94
AUS,2007-01-01,tas,27.53
AUS,2007-02-01,tas,28.5
AUS,2007-03-01,tas,25.69
AUS,2007-04-01,tas,22.69
AUS,2007-05-01,tas,19.39
AUS,2007-06-01,tas,13.29
AUS,2007-07-01,tas,14.28
AUS,2007-08-01,tas,16.64
AUS,2007-09-01,tas,20.17
AUS,2007-10-01,tas,23.68
AUS,2007-11-01,tas,25.77
AUS,2007-12-01,tas,26.78
AUS,2008-01-01,tas,28.79
AUS,2008-02-01,tas,26.48
AUS,2008-03-01,tas,25.72
AUS,2008-04-01,tas,21.4
AUS,2008-05-01,tas,18.11
AUS,2008-06-01,tas,15.57
AUS,2008-07-01,tas,14.17
AUS,2008-08-01,tas,14.8
AUS,2008-09-01,tas,20.12
AUS,2008-10-01,tas,23.92
AUS,2008-11-01,tas,24.76
AUS,2008-12-01,tas,26.8
AUS,2009-01-01,tas,28.1
AUS,2009-02-01,tas,27.38
AUS,2009-03-01,tas,25.67
AUS,2009-04-01,tas,22.27
AUS,2009-05-01,tas,17.7
AUS,2009-06-01,tas,15.26
AUS,2009-07-01,tas,14.61
AUS,2009-08-01,tas,17.81
AUS,2009-09-01,tas,20.0
AUS,2009-10-01,tas,22.8
AUS,2009-11-01,tas,26.73
AUS,2009-12-01,tas,27.62
AUS,2010-01-01,tas,28.25
AUS,2010-02-01,tas,27.55
AUS,2010-03-01,tas,25.45
AUS,2010-04-01,tas,22.87
AUS,2010-05-01,tas,17.87
AUS,2010-06-01,tas,14.78
AUS,2010-07-01,tas,14.43
AUS,2010-08-01,tas,15.45
AUS,2010-09-01,tas,18.81
AUS,2010-10-01,tas,21.9
AUS,2010-11-01,tas,24.55
AUS,2010-12-01,tas,26.19
AUS,2011-01-01,tas,28.4
AUS,2011-02-01,tas,26.66
AUS,2011-03-01,tas,24.22
AUS,2011-04-01,tas,21.42
AUS,2011-05-01,tas,16.75
AUS,2011-06-01,tas,14.43
AUS,2011-07-01,tas,14.67
AUS,2011-08-01,tas,16.86
AUS,2011-09-01,tas,19.26
AUS,2011-10-01,tas,23.0
AUS,2011-11-01,tas,25.53
AUS,2011-12-01,tas,26.65
AUS,2012-01-01,tas,27.99
AUS,2012-02-01,tas,26.84
AUS,2012-03-01,tas,24.45
AUS,2012-04-01,tas,22.01
AUS,2012-05-01,tas,17.47
AUS,2012-06-01,tas,14.51
AUS,2012-07-01,tas,13.75
AUS,2012-08-01,tas,16.21
AUS,2012-09-01,tas,20.14
AUS,2012-10-01,tas,23.38
AUS,2012-11-01,tas,26.51
AUS,2012-12-01,tas,28.06
AUS,2013-01-01,tas,29.46
AUS,2013-02-01,tas,27.96
AUS,2013-03-01,tas,26.14
AUS,2013-04-01,tas,23.1
AUS,2013-05-01,tas,18.94
AUS,2013-06-01,tas,15.54
AUS,2013-07-01,tas,15.47
AUS,2013-08-01,tas,17.47
AUS,2013-09-01,tas,21.52
AUS,2013-10-01,tas,23.97
AUS,2013-11-01,tas,25.82
AUS,2013-12-01,tas,27.67
AUS,2014-01-01,tas,28.87
AUS,2014-02-01,tas,27.38
AUS,2014-03-01,tas,26.3
AUS,2014-04-01,tas,23.07
AUS,2014-05-01,tas,19.64
AUS,2014-06-01,tas,15.44
AUS,2014-07-01,tas,14.5
AUS,2014-08-01,tas,16.06
AUS,2014-09-01,tas,20.36
AUS,2014-10-01,tas,24.53
AUS,2014-11-01,tas,26.94
AUS,2014-12-01,tas,27.82
AUS,2015-01-01,tas,27.9
AUS,2015-02-01,tas,28.93
AUS,2015-03-01,tas,26.15
AUS,2015-04-01,tas,21.35
AUS,2015-05-01,tas,17.8
AUS,2015-06-01,tas,16.15
AUS,2015-07-01,tas,14.54
AUS,2015-08-01,tas,16.5
AUS,2015-09-01,tas,19.37
AUS,2015-10-01,tas,24.81
AUS,2015-11-01,tas,27.02
AUS,2015-12-01,tas,27.99
AUS,2016-01-01,tas,28.35
AUS,2016-02-01,tas,28.25
AUS,2016-03-01,tas,26.98
AUS,2016-04-01,tas,23.83
AUS,2016-05-01,tas,19.66
AUS,2016-06-01,tas,16.01
AUS,2016-07-01,tas,14.92
AUS,2016-08-01,tas,16.25
AUS,2016-09-01,tas,18.91
AUS,2016-10-01,tas,22.12
AUS,2016-11-01,tas,25.77
AUS,2016-12-01,tas,27.62
AUS,2017-01-01,tas,28.61
AUS,2017-02-01,tas,27.7
AUS,2017-03-01,tas,26.94
AUS,2017-04-01,tas,22.05
AUS,2017-05-01,tas,18.66
AUS,2017-06-01,tas,15.34
AUS,2017-07-01,tas,15.64
AUS,2017-08-01,tas,16.78
AUS,2017-09-01,tas,20.31
AUS,2017-10-01,tas,23.95
AUS,2017-11-01,tas,25.98
AUS,2017-12-01,tas,28.07
AUS,2018-01-01,tas,29.15
AUS,2018-02-01,tas,28.05
AUS,2018-03-01,tas,26.36
AUS,2018-04-01,tas,24.01
AUS,2018-05-01,tas,18.23
AUS,2018-06-01,tas,15.19
AUS,2018-07-01,tas,15.23
AUS,2018-08-01,tas,15.81
AUS,2018-09-01,tas,19.58
AUS,2018-10-01,tas,24.32
AUS,2018-11-01,tas,25.85
AUS,2018-12-01,tas,28.78
AUS,2019-01-01,tas,30.04
AUS,2019-02-01,tas,28.24
AUS,2019-03-01,tas,27.1
AUS,2019-04-01,tas,22.99
AUS,2019-05-01,tas,18.48
AUS,2019-06-01,tas,15.11
AUS,2019-07-01,tas,15.53
AUS,2019-08-01,tas,16.01
AUS,2019-09-01,tas,20.03
AUS,2019-10-01,tas,24.48
AUS,2019-11-01,tas,26.14
AUS,2019-12-01,tas,29.79
AUS,2020-01-01,tas,28.92
AUS,2020-02-01,tas,28.05
AUS,2020-03-01,tas,25.97
AUS,2020-04-01,tas,23.37
AUS,2020-05-01,tas,17.33
AUS,2020-06-01,tas,15.86
AUS,2020-07-01,tas,14.9
AUS,2020-08-01,tas,16.98
AUS,2020-09-01,tas,21.3
AUS,2020-10-01,tas,23.47
AUS,2020-11-01,tas,27.32
AUS,2020-12-01,tas,27.2
AUS,2021-01-01,tas,28.16
AUS,2021-02-01,tas,27.13
AUS,2021-03-01,tas,25.59
AUS,2021-04-01,tas,22.13
AUS,2021-05-01,tas,18.44
AUS,2021-06-01,tas,15.11
AUS,2021-07-01,tas,15.52
AUS,2021-08-01,tas,17.0
AUS,2021-09-01,tas,19.95
AUS,2021-10-01,tas,23.21
AUS,2021-11-01,tas,24.54
AUS,2021-12-01,tas,27.95
AUS,2022-01-01,tas,28.91
AUS,2022-02-01,tas,27.3
AUS,2022-03-01,tas,26.91
AUS,2022-04-01,tas,23.28
AUS,2022-05-01,tas,18.77
AUS,2022-06-01,tas,15.26
AUS,2022-07-01,tas,13.81
AUS,2022-08-01,tas,16.37
AUS,2022-09-01,tas,19.54
AUS,2022-10-01,tas,22.46
AUS,2022-11-01,tas,24.07
AUS,2022-12-01,tas,26.84
AUS,2023-01-01,tas,27.8
AUS,2023-02-01,tas,27.61
AUS,2023-03-01,tas,26.25
AUS,2023-04-01,tas,21.66
AUS,2023-05-01,tas,16.94
AUS,2023-06-01,tas,15.8
AUS,2023-07-01,tas,15.08
AUS,2023-08-01,tas,17.57
AUS,2023-09-01,tas,21.01
AUS,2023-10-01,tas,23.43
AUS,2023-11-01,tas,26.48
AUS,2023-12-01,tas,28.37
AUS,2024-01-01,tas,29.13
AUS,2024-02-01,tas,28.74
AUS,2024-03-01,tas,26.47
AUS,2024-04-01,tas,21.39
AUS,2024-05-01,tas,18.77
AUS,2024-06-01,tas,15.44
AUS,2024-07-01,tas,14.52
AUS,2024-08-01,tas,18.14
AUS,2024-09-01,tas,20.59
AUS,2024-10-01,tas,24.83
AUS,2024-11-01,tas,26.67
AUS,2024-12-01,tas,28.58
AUS,2025-01-01,tas,29.76
AUS,2025-02-01,tas,28.51
AUS,2025-03-01,tas,27.44
AUS,2025-04-01,tas,22.77
AUS,2025-05-01,tas,18.57
AUS,2025-06-01,tas,15.04
AUS,2025-07-01,tas,14.37
AUS,2025-08-01,tas,16.14
AUS,2025-09-01,tas,20.0
AUS,2025-10-01,tas,24.61
AUS,2025-11-01,tas,25.56
AUS,2025-12-01,tas,27.83
FJI,1901-01-01,tas,25.98
FJI,1901-02-01,tas,26.05
FJI,1901-03-01,tas,25.72
FJI,1901-04-01,tas,25.21
FJI,1901-05-01,tas,24.03
FJI,1901-06-01,tas,23.24
FJI,1901-07-01,tas,22.44
FJI,1901-08-01,tas,22.59
FJI,1901-09-01,tas,23.09
FJI,1901-10-01,tas,23.88
FJI,1901-11-01,tas,24.84
FJI,1901-12-01,tas,25.41
FJI,1902-01-01,tas,25.96
FJI,1902-02-01,tas,26.06
FJI,1902-03-01,tas,25.74
FJI,1902-04-01,tas,25.19
FJI,1902-05-01,tas,24.03
FJI,1902-06-01,tas,23.24
FJI,1902-07-01,tas,22.44
FJI,1902-08-01,tas,22.59
FJI,1902-09-01,tas,23.08
FJI,1902-10-01,tas,23.9
FJI,1902-11-01,tas,24.84
FJI,1902-12-01,tas,25.42
FJI,1903-01-01,tas,25.94
FJI,1903-02-01,tas,26.05
FJI,1903-03-01,tas,25.74
FJI,1903-04-01,tas,25.19
FJI,1903-05-01,tas,24.01
FJI,1903-06-01,tas,23.25
FJI,1903-07-01,tas,22.42
FJI,1903-08-01,tas,22.61
FJI,1903-09-01,tas,23.08
FJI,1903-10-01,tas,23.88
FJI,1903-11-01,tas,24.82
FJI,1903-12-01,tas,25.4
FJI,1904-01-01,tas,25.93
FJI,1904-02-01,tas,26.03
FJI,1904-03-01,tas,25.7
FJI,1904-04-01,tas,25.18
FJI,1904-05-01,tas,24.01
FJI,1904-06-01,tas,23.24
FJI,1904-07-01,tas,22.41
FJI,1904-08-01,tas,22.59
FJI,1904-09-01,tas,23.08
FJI,1904-10-01,tas,23.9
FJI,1904-11-01,tas,24.84
FJI,1904-12-01,tas,25.41
FJI,1905-01-01,tas,25.96
FJI,1905-02-01,tas,26.06
FJI,1905-03-01,tas,25.72
FJI,1905-04-01,tas,25.19
