commodity,year,price,n,growth,warm,cold,extreme,peak,warm_lag1,warm_lag2,phase
"Coffee, Robusta",2017,2.225527146333333,12,0.13056163088406736,0.0,0.4583333333333333,0.0,0.0,0.5,1.2750000000000001,Neutral/mixed
"Coffee, Robusta",2018,1.8692605543333334,12,-0.17445088008251353,0.2416666666666667,0.3333333333333333,0.0,0.8,0.0,0.5,Neutral/mixed
"Coffee, Robusta",2019,1.6217735875,12,-0.14202256969620392,0.30833333333333335,0.008333333333333333,0.0,0.7,0.2416666666666667,0.0,Neutral/mixed
"Coffee, Robusta",2020,1.5158783401666664,12,-0.06752532402858036,0.016666666666666666,0.7166666666666667,0.0,0.1,0.30833333333333335,0.2416666666666667,La Nina
"Coffee, Robusta",2021,1.9811817630000002,12,0.26769848321208295,0.0,0.9666666666666667,0.0,-0.6,0.016666666666666666,0.30833333333333335,La Nina
"Coffee, Robusta",2022,2.2851070018333335,12,0.1427193345232649,0.0,1.0833333333333333,0.0,-0.9,0.0,0.016666666666666666,La Nina
"Coffee, Robusta",2023,2.6268231018333332,12,0.13936231877820315,0.5583333333333333,0.19999999999999998,0.0,1.4,0.0,0.0,El Nino
"Coffee, Robusta",2024,4.414292254166667,12,0.5190723464099275,0.19166666666666668,0.43333333333333335,0.0,1.1,0.5583333333333333,0.0,Neutral/mixed
Maize,1961,44.95666666666667,12,0.010209873688461713,0.075,0.05000000000000001,0.0,0.3,0.15833333333333335,0.2916666666666667,Neutral/mixed
Maize,1962,48.653333333333336,12,0.07902126003948107,0.0,0.14166666666666666,0.0,0.0,0.075,0.15833333333333335,Neutral/mixed
Maize,1963,53.770833333333336,12,0.10001086591058561,0.5583333333333333,0.03333333333333333,0.0,1.1,0.0,0.075,El Nino
Maize,1964,54.63166666666666,12,0.015882501399275828,0.14166666666666666,0.425,0.0,1.0,0.5583333333333333,0.0,Neutral/mixed
Maize,1965,55.67249999999999,12,0.018872618467675295,1.05,0.016666666666666666,0.125,2.0,0.14166666666666666,0.5583333333333333,El Nino
Maize,1966,58.29666666666666,12,0.046058607515315764,0.45,0.025000000000000005,0.0,1.5,1.05,0.14166666666666666,Neutral/mixed
Maize,1967,54.1025,12,-0.07466452068734952,0.03333333333333333,0.11666666666666665,0.0,0.2,0.45,1.05,Neutral/mixed
Maize,1968,47.96333333333334,12,-0.12044356539842394,0.3499999999999999,0.09999999999999999,0.0,1.0,0.03333333333333333,0.45,Neutral/mixed
Maize,1969,52.28666666666666,12,0.08630456900919414,0.6083333333333333,0.0,0.0,1.1,0.3499999999999999,0.03333333333333333,El Nino
Maize,1970,58.4,12,0.11057449071777059,0.09999999999999999,0.30833333333333335,0.0,0.5,0.6083333333333333,0.3499999999999999,Neutral/mixed
Maize,1971,58.4,12,0.0,0.0,0.5166666666666667,0.0,-0.2,0.09999999999999999,0.6083333333333333,La Nina
Maize,1972,55.7525,12,-0.04639363745004488,1.0166666666666666,0.016666666666666666,0.10833333333333334,2.0,0.0,0.09999999999999999,El Nino
Maize,1973,97.82166666666666,12,0.5622238406791134,0.3,0.9083333333333333,0.016666666666666663,1.7,1.0166666666666666,0.0,La Nina
Maize,1974,131.22583333333333,12,0.29377366447090214,0.0,0.65,0.0,-0.2,0.3,1.0166666666666666,La Nina
Maize,1975,119.63499999999999,12,-0.09247431668851114,0.0,0.6666666666666666,0.0,-0.1,0.0,0.3,La Nina
Maize,1976,112.37166666666667,12,-0.06263361108186061,0.4666666666666666,0.16666666666666666,0.0,1.1,0.0,0.0,Neutral/mixed
Maize,1977,95.35000000000001,12,-0.16425749771735187,0.6833333333333332,0.0,0.0,1.1,0.4666666666666666,0.0,El Nino
Maize,1978,100.7425,12,0.05501342432209899,0.20833333333333334,0.13333333333333333,0.0,1.0,0.6833333333333332,0.4666666666666666,Neutral/mixed
Maize,1979,115.5225,12,0.13689755981605778,0.2916666666666667,0.0,0.0,0.6,0.20833333333333334,0.6833333333333332,Neutral/mixed
Maize,1980,125.2625,12,0.08094621919986267,0.20833333333333334,0.03333333333333333,0.0,0.7,0.2916666666666667,0.20833333333333334,Neutral/mixed
Maize,1981,130.78083333333333,12,0.043111358752645934,0.0,0.18333333333333335,0.0,0.0,0.20833333333333334,0.2916666666666667,Neutral/mixed
Maize,1982,109.2625,12,-0.17976965023048752,1.0583333333333333,0.0,0.18333333333333335,2.4,0.0,0.20833333333333334,El Nino
Maize,1983,136.01666666666668,12,0.21902418334053575,0.75,0.31666666666666665,0.15,2.4,1.0583333333333333,0.0,El Nino
